"Sample_Number","Phycodnaviridae","Siphoviridae","Herpesviridae","Siphoviridae","Poxviridae","Papillomaviridae","Siphoviridae","Bornaviridae","Bicaudaviridae","Picornaviridae","Herpesviridae","Herpesviridae","Baculoviridae","Papillomaviridae","Myoviridae","Virgaviridae","Herpesviridae","Alloherpesviridae","Inoviridae","Marseilleviridae","Coronaviridae","Anelloviridae","Ascoviridae","Tymoviridae","k__Viruses","Myoviridae","Circoviridae","Rhabdoviridae","Picornaviridae","k__Viruses","Picornaviridae","Poxviridae","Tymoviridae","Arenaviridae","Totiviridae","Flaviviridae","Poxviridae","Anelloviridae","Gammaflexiviridae","k__Viruses","Hepeviridae","Virgaviridae","Caulimoviridae","Polydnaviridae","Herpesviridae","Papillomaviridae","Togaviridae","Betaflexiviridae","Podoviridae","Alphaflexiviridae","Phycodnaviridae","Lipothrixviridae","Papillomaviridae","Retroviridae","Siphoviridae","Poxviridae","Poxviridae","k__Viruses","Potyviridae","Podoviridae","Picornaviridae","Secoviridae","Siphoviridae","Coronaviridae","Baculoviridae","Papillomaviridae","Siphoviridae","Myoviridae","Papillomaviridae","Papillomaviridae","Coronaviridae","Luteoviridae","Phycodnaviridae","Hypoviridae","Anelloviridae","Dicistroviridae","k__Viruses","Phycodnaviridae","Picornaviridae","Virgaviridae","Siphoviridae","Baculoviridae","Arenaviridae","Marnaviridae","Myoviridae","Myoviridae","Partitiviridae","Reoviridae","Betaflexiviridae","Coronaviridae","Paramyxoviridae","Herpesviridae","Bromoviridae","Bunyaviridae","Closteroviridae","Myoviridae","Siphoviridae","Fuselloviridae","Bunyaviridae","Picornaviridae","Bunyaviridae","Mimiviridae","Poxviridae","Potyviridae","Herpesviridae","Picornaviridae","Podoviridae","Retroviridae","Secoviridae","Polydnaviridae","Herpesviridae","Luteoviridae","Flaviviridae","Poxviridae","Geminiviridae","Alloherpesviridae","Nyamiviridae","Potyviridae","Retroviridae","Microviridae","Siphoviridae","Iridoviridae","Picornaviridae","Iridoviridae","Alphaflexiviridae","Myoviridae","Caliciviridae","Poxviridae","k__Viruses","Paramyxoviridae","Chrysoviridae","Myoviridae","k__Viruses","Astroviridae","Secoviridae","Rudiviridae","Herpesviridae","Polyomaviridae","Alloherpesviridae","Picornaviridae","Secoviridae","Myoviridae","Poxviridae","Adenoviridae","Herpesviridae","Picornaviridae","Podoviridae","Herpesviridae","Adenoviridae","Lipothrixviridae","Iridoviridae","Closteroviridae","Siphoviridae","Siphoviridae","Orthomyxoviridae","Poxviridae","Papillomaviridae","Phycodnaviridae","Bunyaviridae","Picornaviridae","Siphoviridae","Dicistroviridae","Siphoviridae","Hytrosaviridae","Herpesviridae","Bromoviridae","Closteroviridae","Papillomaviridae","Papillomaviridae","Partitiviridae","Mimiviridae","Malacoherpesviridae","k__Viruses","Alphaflexiviridae","Siphoviridae","Retroviridae","Circoviridae","Betaflexiviridae","Secoviridae","Iflaviridae","Iridoviridae","Flaviviridae","Astroviridae","Virgaviridae","Roniviridae","k__Viruses","Bromoviridae","Herpesviridae","Nimaviridae","Hytrosaviridae","Virgaviridae","Siphoviridae","Myoviridae","Tymoviridae","Myoviridae","Myoviridae","Myoviridae","Papillomaviridae","Picornaviridae","Myoviridae","Siphoviridae","Endornaviridae","Reoviridae","Adenoviridae","Orthomyxoviridae","Alphaflexiviridae","Poxviridae","Podoviridae","Parvoviridae","Myoviridae","Baculoviridae","Siphoviridae","Picornaviridae","Ampullaviridae","Tectiviridae","Caulimoviridae","Anelloviridae","Papillomaviridae","Parvoviridae","Rhabdoviridae","Poxviridae","Anelloviridae","Turriviridae","Caulimoviridae","Siphoviridae","Myoviridae","Globuloviridae","Reoviridae","Reoviridae","Benyviridae","Parvoviridae","Asfarviridae","Luteoviridae","Paramyxoviridae","Filoviridae","Fuselloviridae","Picornaviridae","Bromoviridae","Podoviridae","Coronaviridae","Inoviridae","Secoviridae","Paramyxoviridae","k__Viruses","Siphoviridae","Alphaflexiviridae","Togaviridae","Betaflexiviridae","Siphoviridae","Sphaerolipoviridae","Myoviridae","Parvoviridae","Papillomaviridae","Siphoviridae","Siphoviridae","Caulimoviridae","Caulimoviridae","Sphaerolipoviridae","Siphoviridae","Myoviridae","Flaviviridae","Adenoviridae","Parvoviridae","Anelloviridae","Myoviridae","Siphoviridae","Retroviridae","Paramyxoviridae","Reoviridae","Lipothrixviridae","Reoviridae","Rhabdoviridae","Rhabdoviridae","Hepadnaviridae","Parvoviridae","Alphaflexiviridae","Picornaviridae","Mesoniviridae","Siphoviridae","Tombusviridae","Parvoviridae","k__Viruses","Secoviridae","Filoviridae","Geminiviridae","k__Viruses","Picornaviridae","Leviviridae","Picornaviridae","Retroviridae","Paramyxoviridae","Parvoviridae","Podoviridae","Reoviridae","Bromoviridae","Nanoviridae","Totiviridae","Nanoviridae","Papillomaviridae","Caulimoviridae","Tombusviridae","Totiviridae","Siphoviridae","Parvoviridae","Siphoviridae","Siphoviridae","Siphoviridae","Tombusviridae","Papillomaviridae","Orthomyxoviridae","Podoviridae","Podoviridae","Anelloviridae","Barnaviridae","Parvoviridae","Narnaviridae","Siphoviridae","Arteriviridae","Rhabdoviridae","Potyviridae","Geminiviridae","Picornaviridae","Siphoviridae","Myoviridae","k__Viruses","Megabirnaviridae","Corticoviridae","Bunyaviridae","Caulimoviridae","Retroviridae","Reoviridae","Myoviridae","k__Viruses","Narnaviridae","Reoviridae","Totiviridae","Siphoviridae","Potyviridae","Papillomaviridae","Reoviridae","Anelloviridae","Potyviridae","Iridoviridae","Rhabdoviridae","Rhabdoviridae","Closteroviridae","Papillomaviridae","Betaflexiviridae","k__Viruses","Hepadnaviridae","Siphoviridae","Podoviridae","Siphoviridae","Caliciviridae","Leviviridae","Microviridae","Siphoviridae","Picornaviridae","Plasmaviridae","Siphoviridae","Microviridae","Papillomaviridae","Siphoviridae"
"s15806",0,0,12,0,0,0,0,0,0,0,0,12,0,4,0,2,4,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,2,0,0,12,0,0,0,0,0,0,0,138,0,0,10,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,2,22,0,0,0,18,0,0,0,0,0,0,0,10,0,0,10,2,0,0,0,0,44,4,0,2,0,0,12,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,6,0,0,0,36,22,0,0,0,0,0,2,2,0,0,6,0,10,12,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16319",8,2,480,0,0,0,0,0,4,8,2,740,38,0,12,208,152,598,0,0,28,2,24,0,0,250,0,0,8,0,136,186,118,0,0,450,4,44,0,4,4,0,2,4430,108,0,196,0,0,34,354,2,0,0,0,52,4,24,0,10,0,0,0,22,440,0,0,0,0,0,6,0,56,32,2,0,0,572,10,118,0,178,4,0,0,0,948,0,2556,4,2,0,136,0,14,0,0,0,0,68,296,2,0,66,42,60,0,0,12,2186,2,0,2,40,0,1594,10,0,2,62,0,0,0,0,0,0,2,26,0,0,112,0,48,64,0,0,84,240,8,12,90,0,2,30,122,120,204,794,128,0,6,0,0,0,8,44,0,446,0,30,6,0,0,24,136,4,6,32,6,514,8,4,0,14,0,2,1208,0,56,50,130,250,126,0,2,4,4,138,14,102,36,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16343",8,0,380,0,8,0,0,0,0,6,0,900,6,0,12,190,138,524,0,0,30,2,34,0,0,196,4,0,10,2,110,158,76,0,0,216,8,30,0,4,4,4,0,4734,126,0,132,0,0,40,330,0,0,0,0,30,14,8,0,2,2,2,0,18,482,0,0,0,0,0,0,0,94,38,0,0,2,196,14,90,0,192,12,0,0,0,628,0,834,0,0,2,116,4,18,2,0,0,0,60,334,8,0,60,36,50,0,0,22,1508,0,0,6,48,0,2202,22,0,0,36,0,0,0,6,0,0,2,42,0,0,128,0,58,96,0,0,64,180,14,6,92,0,4,16,120,54,254,1168,128,0,58,0,0,0,4,52,0,440,0,40,6,8,0,14,186,0,2,2,2,364,6,4,0,24,0,2,1460,0,38,42,44,218,132,0,10,0,2,44,16,100,16,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16318",10,2,284,2,2,0,0,0,0,2,0,462,4,0,2,114,76,320,0,0,16,0,16,0,0,84,0,0,10,0,48,114,26,0,0,82,4,12,0,4,2,2,0,2192,66,0,92,0,0,12,208,0,0,0,0,28,6,12,0,2,0,0,0,10,176,0,0,0,0,0,2,0,28,12,0,0,0,208,4,76,0,78,2,0,0,0,282,0,396,2,0,0,42,0,10,0,0,0,0,22,142,0,0,48,10,42,0,0,10,788,2,0,0,10,0,960,6,0,0,22,0,0,0,0,0,0,0,22,0,0,90,0,4,20,0,2,38,106,0,14,48,0,14,8,44,30,162,490,76,0,16,0,0,0,6,20,0,256,0,14,2,4,0,10,94,0,0,4,6,204,2,2,0,18,0,0,900,0,32,36,42,110,78,0,0,4,0,6,10,36,14,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16386",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,0,0,0,0,8,0,0,0,0,4,2,0,0,0,4,0,0,0,0,0,0,0,46,2,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,2,8,0,0,4,2,0,0,0,0,22,0,0,4,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,20,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,2,0,0,0,0,10,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16383",0,0,20,0,0,0,0,0,0,0,0,28,0,0,0,6,2,0,0,0,0,0,2,0,0,14,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,138,0,0,4,0,0,4,0,0,0,10,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,32,0,0,0,4,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,22,2,0,0,0,0,14,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,16,0,0,0,0,2,0,4,6,0,2,0,0,0,0,2,0,0,0,0,18,0,2,0,0,2,0,0,0,0,0,14,18,0,0,0,0,0,8,2,0,0,0,0,10,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16370",0,0,32,0,0,0,0,0,4,2,0,12,2,0,2,24,26,10,0,0,0,0,0,0,0,18,0,0,2,0,10,4,0,0,0,20,0,0,0,0,0,0,0,178,0,0,20,0,0,12,2,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,4,0,0,0,0,48,0,78,0,0,0,12,0,0,0,0,0,0,0,4,0,0,14,2,2,0,0,0,68,0,0,0,0,0,14,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,28,0,0,4,14,0,0,12,4,0,2,0,0,0,0,0,0,2,0,0,18,0,6,0,0,0,0,2,0,0,0,98,40,0,0,0,2,0,4,0,0,0,4,0,20,28,0,0,0,8,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16382",0,0,48,0,0,0,0,0,0,0,0,8,0,0,2,12,4,2,0,0,4,0,4,0,0,20,0,0,0,0,6,6,4,0,0,16,0,0,0,0,0,0,0,178,0,0,12,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,74,0,0,0,6,0,0,0,0,0,0,10,24,0,0,12,2,4,0,0,0,68,4,0,4,4,0,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,24,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,2,0,0,30,0,24,0,2,0,0,2,0,0,0,10,42,0,2,0,4,0,2,0,0,2,2,0,16,30,0,0,0,0,0,328,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16378",0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,6,10,0,0,0,0,0,2,0,0,6,0,0,2,0,4,0,2,0,0,4,0,0,0,0,0,0,0,100,0,0,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,22,0,24,2,0,0,8,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,44,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,2,0,0,2,8,34,0,0,0,0,0,4,0,0,0,2,0,18,10,0,0,0,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15951",0,0,18,0,0,0,0,0,0,2,0,14,0,0,2,2,4,0,0,0,2,0,6,0,0,2,0,0,0,0,2,6,2,0,0,8,0,0,0,0,0,4,0,152,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,28,0,16,2,0,0,4,0,0,0,0,0,0,0,14,0,0,2,0,6,0,0,2,44,2,0,8,0,0,8,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,6,2,0,0,0,0,6,6,0,0,0,0,0,62,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15909",0,0,50,0,0,0,0,0,0,0,0,18,2,0,2,40,28,10,0,0,2,0,2,0,0,20,0,0,2,0,24,10,2,0,0,18,0,0,0,2,4,0,0,150,6,0,22,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,2,0,4,0,0,0,0,2,2,8,0,4,0,0,0,0,30,2,134,0,0,0,8,0,0,0,0,0,0,2,20,0,0,4,2,6,0,0,2,164,0,0,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,0,4,38,0,0,6,0,8,0,8,10,8,54,6,0,0,0,0,0,0,0,0,20,0,6,0,2,0,2,6,0,0,0,0,22,0,0,0,6,0,0,30,0,2,0,6,22,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16001",0,0,38,0,0,0,0,0,0,0,0,62,0,0,0,18,2,0,0,0,0,0,2,0,0,18,0,0,6,0,8,20,6,0,0,24,0,0,0,0,0,0,0,176,0,0,20,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,74,0,48,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,60,0,0,2,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,4,0,0,0,0,6,8,0,4,0,0,0,0,0,0,2,0,0,22,0,10,0,0,0,0,0,2,0,0,44,56,0,0,0,4,0,6,0,0,4,6,2,8,44,0,0,0,0,0,296,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15981",0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,2,0,0,0,0,12,0,0,0,0,2,4,0,0,0,6,0,2,0,0,0,0,0,214,0,0,10,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,54,2,0,0,0,0,16,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,2,0,194,0,4,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,20,6,0,0,0,0,0,10,0,0,0,0,0,18,8,0,0,0,2,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15985",0,0,10,0,0,0,0,0,0,2,0,2,0,0,0,6,2,0,0,0,0,0,2,0,0,6,0,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,140,0,0,12,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,16,0,0,0,6,0,2,0,0,0,0,0,8,0,0,2,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,32,2,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,16,20,0,0,0,0,0,4,2,0,2,0,0,8,4,0,0,0,0,6,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16006",0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,2,0,0,14,0,2,0,0,0,0,0,234,0,0,4,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,24,2,0,0,6,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,40,4,0,2,0,0,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,0,0,0,0,0,4,4,4,2,2,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,30,28,0,0,0,0,0,4,0,0,0,4,0,8,6,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
